Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,1611,1551,59,46,7,7,11,11,0,0,0,0,1317,1,24,Matches
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,875,526,343,131,0,0,0,0,0,0,0,0,533,6,0,Matches
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,521,509,6,5,4,9,10,0,1,0,0,0,387,6,16,Matches
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,0.3,14,14,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,793,767,14,4,16,5,19,0,0,0,0,0,602,12,24,Matches
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,2.9,57,55,2,0,0,0,10,1,0,0,0,0,39,0,2,Matches
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,0.1,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1,Matches
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,10.0,675,633,41,7,1,0,5,31,0,0,0,0,617,1,9,Matches
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,3.6,86,83,3,0,1,1,8,2,0,0,0,0,49,0,3,Matches
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,17.1,982,785,193,40,0,12,119,100,51,15,28,1,728,4,17,Matches
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,1612,1519,90,47,3,21,1,17,0,0,0,0,1369,3,11,Matches
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,2088,2038,45,38,0,15,2,6,0,0,0,0,1902,5,8,Matches
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,23,20,3,0,0,0,6,0,3,1,2,0,13,0,2,Matches
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,930,905,25,13,2,1,1,1,0,0,0,0,866,0,1,Matches
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,18.7,514,469,42,7,4,0,46,7,24,14,6,0,325,3,24,Matches
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,21.0,966,913,49,32,3,10,21,1,16,5,8,0,832,4,10,Matches
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,10.3,297,271,24,7,1,4,5,8,0,0,0,0,236,2,5,Matches
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7.0,325,260,65,6,0,3,32,59,0,0,0,0,240,0,11,Matches
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,314,202,111,33,0,0,0,0,0,0,0,0,213,1,0,Matches
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,24,23,1,0,0,0,3,1,0,0,0,0,16,0,0,Matches
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,26,18,8,1,0,0,0,7,0,0,0,0,21,0,1,Matches
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19.0,615,598,10,1,2,2,42,2,2,1,1,0,445,7,24,Matches
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1545,Diego Llorente,ESP,DF,Leeds United,Premier League,28,1993,7.2,429,417,11,10,0,4,1,0,0,0,0,0,356,1,2,Matches
1546,Diego Llorente,ESP,DF,Roma,Serie A,28,1993,6.4,300,294,4,4,0,2,0,0,0,0,0,0,264,2,2,Matches
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,816,759,53,0,1,4,44,53,0,0,0,0,660,4,26,Matches
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,728,513,212,26,0,0,0,0,0,0,0,0,561,3,1,Matches
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,694,643,47,8,11,17,31,7,27,17,0,0,578,4,14,Matches
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,2301,2252,47,33,0,14,2,2,0,0,0,0,2163,2,10,Matches
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,1362,1294,64,52,1,20,13,6,4,0,3,0,1114,4,28,Matches
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,791,756,33,27,0,2,6,5,0,0,0,0,627,2,7,Matches
1553,Bradley Locko,FRA,DF,Reims,Ligue 1,20,2002,11.8,470,361,106,5,1,3,13,101,0,0,0,0,362,3,10,Matches
1554,Bradley Locko,FRA,DF,Brest,Ligue 1,20,2002,3.0,127,99,28,1,0,0,6,27,0,0,0,0,99,0,0,Matches
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,877,684,189,44,0,3,75,130,15,12,2,0,583,4,29,Matches
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,907,858,44,11,1,6,19,32,0,0,0,0,782,5,20,Matches
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28.0,1163,1118,41,7,7,6,30,4,3,0,0,0,943,4,31,Matches
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,649,601,46,7,6,3,38,11,16,2,7,0,492,2,25,Matches
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,31.3,1026,741,280,97,0,1,0,0,0,0,0,0,792,5,0,Matches
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,26.1,872,747,118,36,5,12,109,3,65,27,23,0,603,7,32,Matches
1561,David López,ESP,DF,Girona,La Liga,32,1989,18.4,1203,1138,62,48,0,5,0,3,0,0,0,0,1082,3,5,Matches
1562,Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,1.1,29,21,8,0,0,0,0,0,0,0,0,0,22,0,0,Matches
1563,Diego López,ESP,"FW,MF",Valencia,La Liga,20,2002,5.0,151,149,1,1,2,1,12,0,0,0,0,0,101,1,7,Matches
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,25.5,1673,1606,60,44,3,9,25,3,12,2,6,0,1471,7,14,Matches
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,32.5,1116,870,243,71,1,3,0,0,0,0,0,0,877,3,2,Matches
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,13.9,929,835,86,44,0,18,55,7,27,10,8,1,745,8,18,Matches
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,15.3,741,727,12,10,0,11,6,1,1,0,0,0,627,2,8,Matches
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,30.2,962,951,8,6,4,4,10,0,0,0,0,0,650,3,20,Matches
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,27.3,1412,1173,237,19,2,0,48,218,0,0,0,0,1183,2,38,Matches
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,9.0,325,307,17,17,1,3,0,0,0,0,0,0,274,1,2,Matches
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,16.2,1096,1064,32,31,1,4,6,1,0,0,0,0,961,0,7,Matches
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,25.9,963,884,74,33,4,12,75,5,36,6,15,0,767,5,15,Matches
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,16.0,293,283,9,0,1,1,7,1,0,0,0,0,198,1,13,Matches
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,17.8,588,579,6,0,0,3,73,5,1,0,0,0,441,3,23,Matches
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,0.2,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,3.2,154,152,1,1,1,2,1,0,0,0,0,0,134,1,1,Matches
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,32.2,1951,1870,78,59,3,24,1,2,0,0,0,0,1731,3,15,Matches
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,30.1,1734,1344,378,51,2,13,213,285,42,9,25,0,1284,12,39,Matches
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,13.5,258,237,18,0,2,1,13,4,0,0,0,0,181,3,14,Matches
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,8.4,518,485,33,21,0,0,5,12,0,0,0,0,428,0,8,Matches
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,1812,1593,216,120,6,10,106,6,89,53,13,1,1494,3,16,Matches
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,404,384,18,0,5,2,24,0,0,0,0,0,277,2,19,Matches
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,2257,2202,49,41,1,9,3,6,0,0,0,0,2034,6,17,Matches
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,613,565,47,12,4,7,65,3,25,15,6,0,422,1,16,Matches
1586,Saša Lukić,SRB,MF,Fulham,Premier League,25,1996,4.6,218,211,7,7,0,0,2,0,0,0,0,0,192,0,0,Matches
1587,Saša Lukić,SRB,MF,Torino,Serie A,25,1996,13.3,732,692,38,29,1,6,25,5,4,0,4,0,627,2,7,Matches
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7.0,227,186,41,4,0,1,0,0,0,0,0,0,205,0,1,Matches
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1.0,44,39,5,2,0,0,0,0,0,0,0,0,35,0,0,Matches
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,1705,1532,171,81,1,8,2,2,0,0,0,0,1474,2,7,Matches
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,558,494,63,15,3,6,7,48,0,0,0,0,400,1,7,Matches
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,731,601,127,12,1,10,69,104,11,6,3,0,518,3,28,Matches
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12.0,489,463,26,13,2,11,35,2,10,4,6,0,384,0,12,Matches
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,54,48,6,3,0,0,9,1,2,1,1,0,34,0,4,Matches
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,1844,1785,52,35,15,11,29,5,12,7,4,0,1586,7,43,Matches
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,875,718,156,10,0,2,60,145,1,1,0,0,719,1,26,Matches
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,208,191,12,2,1,5,37,8,1,1,0,0,137,5,13,Matches
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,1150,998,142,60,13,8,123,4,69,37,20,3,844,10,29,Matches
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,286,278,8,0,0,0,19,7,1,1,0,0,223,0,9,Matches
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,1221,967,248,7,2,9,123,241,0,0,0,0,819,6,39,Matches
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10.0,391,370,19,17,0,1,1,1,0,0,0,0,325,2,3,Matches
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,34,31,2,2,0,0,0,0,0,0,0,0,27,1,0,Matches
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,472,461,7,5,3,5,3,1,0,0,0,0,351,4,8,Matches
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17.0,499,485,12,8,0,6,4,4,0,0,0,0,367,2,2,Matches
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,762,709,50,26,0,12,20,9,1,0,1,0,634,3,18,Matches
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,1337,1304,31,18,2,8,14,12,1,0,0,0,1121,2,25,Matches
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,577,564,12,11,0,9,1,1,0,0,0,0,491,1,3,Matches
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,16,15,1,1,0,0,2,0,0,0,0,0,8,0,1,Matches
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,1166,1028,138,36,10,7,96,37,65,26,20,1,958,0,18,Matches
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,658,588,68,21,6,2,64,11,32,13,17,0,421,2,27,Matches
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22.0,814,698,112,27,0,0,0,0,0,0,0,0,674,4,0,Matches
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,684,640,43,5,1,1,87,15,18,10,5,0,474,1,47,Matches
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,713,633,77,11,2,3,20,66,0,0,0,0,565,3,12,Matches
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,976,909,60,22,6,4,67,7,31,12,11,0,758,7,45,Matches
1617,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24,1998,8.9,316,315,1,1,0,0,6,0,0,0,0,0,264,0,9,Matches
1618,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,24,1998,11.8,540,525,12,9,2,1,1,2,0,0,0,0,475,3,5,Matches
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,38,37,0,0,0,0,6,0,0,0,0,0,15,1,3,Matches
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,563,531,32,12,0,0,9,0,1,0,0,0,439,0,10,Matches
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,802,670,130,11,0,5,15,117,2,2,0,0,694,2,16,Matches
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,42,41,0,0,0,0,2,0,0,0,0,0,31,1,1,Matches
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7.0,187,164,22,4,0,1,19,1,9,8,1,0,125,1,7,Matches
1624,Youssef Maleh,MAR,MF,Fiorentina,Serie A,23,1998,3.3,116,111,4,3,0,1,7,1,0,0,0,0,95,1,2,Matches
1625,Youssef Maleh,MAR,MF,Lecce,Serie A,23,1998,7.5,206,198,8,2,0,0,8,2,2,0,0,0,146,0,6,Matches
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19.0,625,587,34,2,1,5,69,7,23,14,5,0,463,4,24,Matches
1627,Ruslan Malinovskyi,UKR,"MF,FW",Atalanta,Serie A,29,1993,6.1,332,304,23,8,2,11,23,2,13,6,6,0,248,5,6,Matches
1628,Ruslan Malinovskyi,UKR,"MF,FW",Marseille,Ligue 1,29,1993,13.6,543,504,34,11,3,4,38,6,17,7,7,0,411,5,14,Matches
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24.0,1427,1187,234,34,1,10,67,200,0,0,0,0,1094,6,29,Matches
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,20,20,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38.0,1086,740,342,103,0,3,0,0,0,0,0,0,697,4,1,Matches
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,1621,1536,76,69,3,17,28,5,0,0,0,0,1306,9,14,Matches
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,1216,917,297,105,0,0,0,0,0,0,0,0,919,2,0,Matches
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,1067,945,121,24,0,4,16,97,0,0,0,0,918,1,18,Matches
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,911,857,52,24,1,12,2,24,0,0,0,0,826,2,4,Matches
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,984,886,95,52,1,17,74,6,36,16,15,0,790,3,17,Matches
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,418,390,23,2,3,3,22,5,1,0,0,0,307,5,31,Matches
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,514,508,4,3,1,1,6,0,0,0,0,0,411,2,11,Matches
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,910,783,122,74,2,9,79,3,45,22,17,0,634,5,19,Matches
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,583,417,166,54,0,0,0,0,0,0,0,0,444,0,0,Matches
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,29,25,4,1,0,0,1,3,0,0,0,0,24,0,0,Matches
1643,Myziane Maolida,FRA,"MF,FW",Reims,Ligue 1,23,1999,2.6,104,102,2,0,0,1,4,2,0,0,0,0,75,0,5,Matches
1644,Myziane Maolida,FRA,"FW,MF",Hertha BSC,Bundesliga,23,1999,1.1,15,14,0,0,0,0,1,0,0,0,0,0,8,1,0,Matches
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,651,528,117,7,1,5,81,92,18,10,6,0,436,6,29,Matches
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,107,102,2,0,1,0,1,0,0,0,0,0,68,3,4,Matches
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,217,209,6,5,0,3,0,0,0,0,0,0,187,2,3,Matches
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,1312,1168,142,14,3,29,155,54,71,33,21,0,951,2,36,Matches
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19.0,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0,Matches
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,18,9,9,1,0,0,0,0,0,0,0,0,14,0,0,Matches
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,1057,1031,22,14,11,16,6,8,0,0,0,0,837,4,31,Matches
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,181,148,33,4,0,3,18,25,4,0,4,0,137,0,4,Matches
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,1295,1164,127,83,0,16,6,5,0,0,0,0,1111,4,4,Matches
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,1932,1552,372,32,0,11,130,340,0,0,0,0,1499,8,52,Matches
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1.0,20,20,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,203,188,14,14,0,8,1,0,0,0,0,0,168,1,2,Matches
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,1621,1544,71,40,0,7,1,8,0,0,0,0,1431,6,9,Matches
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,1333,1270,62,51,0,19,0,5,0,0,0,0,1183,1,5,Matches
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,41,39,1,0,0,1,0,0,0,0,0,0,32,1,0,Matches
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4.0,168,165,2,2,1,1,3,0,0,0,0,0,128,1,6,Matches
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,1594,1358,228,128,4,18,140,5,94,39,39,0,1260,8,25,Matches
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,8,2,6,1,0,0,0,0,0,0,0,0,7,0,0,Matches
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24.0,1162,1120,41,36,0,7,1,0,0,0,0,0,1015,1,9,Matches
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,1029,984,45,32,0,3,5,7,0,0,0,0,950,0,1,Matches
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,Matches
1667,Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1668,Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,2175,2114,57,34,4,7,1,17,0,0,0,0,2068,4,11,Matches
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,84,78,6,6,0,0,0,0,0,0,0,0,78,0,0,Matches
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,888,876,10,9,1,3,20,1,0,0,0,0,695,2,25,Matches
1671,Roger Martí,ESP,FW,Elche,La Liga,31,1991,7.3,160,147,10,0,0,1,5,0,0,0,0,0,118,3,8,Matches
1672,Roger Martí,ESP,FW,Cádiz,La Liga,31,1991,7.1,129,116,10,0,1,0,0,0,0,0,0,0,92,3,4,Matches
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,328,314,12,3,3,0,4,2,0,0,0,0,263,2,14,Matches
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,1028,730,293,39,0,4,145,195,59,42,16,0,761,5,29,Matches
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,24,22,2,1,0,0,4,0,1,1,0,0,12,0,0,Matches
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,77,69,5,0,0,2,11,2,3,3,0,0,39,3,4,Matches
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,11,11,0,0,0,0,2,0,0,0,0,0,6,0,0,Matches
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,672,648,23,8,0,2,18,7,0,0,0,0,565,1,18,Matches
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,229,219,10,7,0,2,3,2,1,1,0,0,193,0,1,Matches
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31.0,1107,1013,88,12,8,2,113,11,63,40,0,0,833,6,44,Matches
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,1599,1270,319,48,3,7,60,271,0,0,0,0,1303,10,33,Matches
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,1388,1043,340,128,1,5,0,0,0,0,0,0,1026,5,1,Matches
1683,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,14.9,773,725,46,35,0,26,5,2,0,0,0,0,627,2,7,Matches
1684,Lautaro Martínez,ARG,FW,Inter,Serie A,24,1997,28.6,681,632,46,1,6,6,14,5,0,0,0,0,503,3,24,Matches
1685,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,24,1998,23.5,1528,1401,122,34,7,16,0,5,0,0,0,0,1330,5,7,Matches
1686,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26,1996,24.1,1524,1460,61,54,0,38,4,7,0,0,0,0,1245,3,12,Matches
1687,Roger Martínez,ESP,DF,Espanyol,La Liga,18,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
1688,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,27,1995,3.8,155,154,1,0,0,0,5,1,0,0,0,0,121,0,6,Matches
1689,Adam Marušić,MNE,DF,Lazio,Serie A,29,1992,30.7,1829,1573,253,28,0,8,17,225,0,0,0,0,1564,3,18,Matches
1690,Omar Mascarell,ESP,"MF,DF",Elche,La Liga,29,1993,27.2,1270,1183,83,56,0,20,22,4,19,1,9,3,1091,4,11,Matches
1691,Adam Masina,MAR,DF,Udinese,Serie A,28,1994,8.8,428,386,40,13,1,6,10,27,0,0,0,0,332,2,3,Matches
1692,Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,27.9,963,645,316,77,0,1,0,0,0,0,0,0,679,2,1,Matches
1693,Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,23,1998,24.2,821,798,21,15,0,1,2,1,0,0,0,0,662,2,10,Matches
1694,Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21,2001,12.4,453,435,12,8,5,3,2,1,0,0,0,0,385,6,9,Matches
1695,Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,19,2002,0.7,39,39,0,0,0,0,0,0,0,0,0,0,30,0,0,Matches
1696,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,33,1988,4.9,122,119,2,0,0,0,9,1,0,0,0,0,68,1,7,Matches
1697,Pape Matar Sarr,SEN,"MF,FW",Tottenham,Premier League,19,2002,2.4,154,150,4,2,0,1,0,0,0,0,0,0,141,0,0,Matches
1698,Eliot Matazo,BEL,MF,Monaco,Ligue 1,20,2002,13.1,493,483,7,6,0,7,2,0,0,0,0,0,399,3,8,Matches
1699,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,25,1997,8.6,149,143,6,0,0,0,3,0,0,0,0,0,104,0,9,Matches
1700,Nemanja Matić,SRB,MF,Roma,Serie A,33,1988,20.6,1295,1229,59,56,2,16,12,2,1,0,0,0,1109,7,19,Matches
1701,Joël Matip,CMR,DF,Liverpool,Premier League,30,1991,12.1,885,873,11,7,0,5,1,4,0,0,0,0,766,1,5,Matches
1702,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,20.7,883,702,180,21,0,1,20,156,0,0,0,0,638,1,26,Matches
1703,Chrislain Matsima,FRA,"DF,MF",Lorient,Ligue 1,20,2002,2.5,127,120,7,7,0,0,0,0,0,0,0,0,108,0,3,Matches
1704,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,20,2002,5.0,230,208,20,5,0,0,2,15,0,0,0,0,194,2,0,Matches
