Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
36,Nayef Aguerd,MAR,DF,West Ham,Premier League,26,1996,17.7,2,12,2,16.7,0.68,0.11,0.17,1.0,9.9,0,0,0,2.2,2.2,0.19,-0.2,-0.2,Matches
37,Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,13.0,0,4,2,50.0,0.31,0.15,0.0,0.0,17.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
38,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,Premier League,20,2002,1.0,0,3,0,0.0,2.87,0.0,0.0,0.0,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
39,Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,20,2002,15.5,2,16,5,31.3,1.03,0.32,0.13,0.4,22.1,0,0,0,0.8,0.8,0.05,1.2,1.2,Matches
40,Amar Ahmed,SWE,FW,Troyes,Ligue 1,18,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
41,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,14.4,3,21,8,38.1,1.45,0.55,0.14,0.38,25.0,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
42,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,26,1995,34.7,3,14,3,21.4,0.4,0.09,0.21,1.0,13.2,0,0,0,1.0,1.0,0.07,2.0,2.0,Matches
43,Ola Aina,NGA,DF,Torino,Serie A,25,1996,9.7,1,8,3,37.5,0.82,0.31,0.13,0.33,15.2,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
44,Rayan Aït Nouri,ALG,DF,Wolves,Premier League,21,2001,12.0,1,10,5,50.0,0.84,0.42,0.1,0.2,14.1,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
45,Emanuel Aiwum,AUT,DF,Cremonese,Serie A,21,2000,18.4,0,3,1,33.3,0.16,0.05,0.0,0.0,17.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
46,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,8.5,0,1,0,0.0,0.12,0.0,0.0,0.0,6.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
47,Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,28,1994,8.6,1,22,7,31.8,2.57,0.82,0.0,0.0,15.1,1,1,1,3.4,2.6,0.12,-2.4,-2.6,Matches
48,Ludovic Ajorque,FRA,"FW,MF",Mainz 05,Bundesliga,28,1994,13.5,6,32,14,43.8,2.38,1.04,0.19,0.43,14.8,0,0,0,4.6,4.6,0.14,1.4,1.4,Matches
49,Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,25.4,0,15,2,13.3,0.59,0.08,0.0,0.0,15.9,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
50,Nathan Aké,NED,DF,Manchester City,Premier League,27,1995,20.8,1,9,2,22.2,0.43,0.1,0.11,0.5,10.5,0,0,0,1.6,1.6,0.17,-0.6,-0.6,Matches
51,Sergio Akieme,ESP,DF,Almería,La Liga,24,1997,25.5,1,23,7,30.4,0.9,0.27,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
52,Babatunde Akinsola,NGA,FW,Valladolid,La Liga,19,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
53,Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,20,2002,4.5,0,5,2,40.0,1.12,0.45,0.0,0.0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
54,Paul Akouokou,CIV,"MF,DF",Betis,La Liga,24,1997,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
55,Jean-Daniel Akpa-Akpro,CIV,"MF,FW",Empoli,Serie A,29,1992,15.1,1,14,5,35.7,0.93,0.33,0.07,0.2,19.5,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
56,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,21.7,0,8,1,12.5,0.37,0.05,0.0,0.0,19.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
57,David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5,0,0,0.8,0.8,0.06,0.2,0.2,Matches
58,Ángel Alarcón,ESP,FW,Barcelona,La Liga,18,2004,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
59,Tomás Alarcón,CHI,MF,Cádiz,La Liga,23,1999,2.5,0,2,1,50.0,0.81,0.4,0.0,0.0,36.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
60,Lucas Alario,ARG,"FW,MF",Eint Frankfurt,Bundesliga,29,1992,3.7,1,11,4,36.4,2.99,1.09,0.09,0.25,14.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
61,Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.5,23.3,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches
62,Luis Alberto,ESP,MF,Lazio,Serie A,29,1992,27.1,6,45,17,37.8,1.66,0.63,0.11,0.29,23.2,4,1,2,4.4,2.7,0.06,1.6,2.3,Matches
63,Raúl Albiol,ESP,DF,Villarreal,La Liga,36,1985,23.5,0,2,1,50.0,0.08,0.04,0.0,0.0,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
64,Marc Albrighton,ENG,"FW,MF",Leicester City,Premier League,32,1989,2.6,1,2,1,50.0,0.76,0.38,0.5,1.0,8.0,0,0,0,0.3,0.3,0.17,0.7,0.7,Matches
65,Thiago Alcántara,ESP,MF,Liverpool,Premier League,31,1991,13.9,0,10,1,10.0,0.72,0.07,0.0,0.0,24.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
66,Carlos Alcaraz,ARG,"MF,FW",Southampton,Premier League,19,2002,11.4,4,24,10,41.7,2.1,0.87,0.17,0.4,20.0,0,0,0,1.9,1.9,0.08,2.1,2.1,Matches
67,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,1991,22.7,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3,2,3,4.0,1.6,0.05,-1.0,-0.6,Matches
68,Omar Alderete,PAR,DF,Getafe,La Liga,25,1996,22.7,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
69,Iván Alejo,ESP,"MF,FW",Cádiz,La Liga,27,1995,14.6,0,23,6,26.1,1.58,0.41,0.0,0.0,21.3,0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
70,Doğan Alemdar,TUR,GK,Rennes,Ligue 1,19,2002,4.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
71,Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,24,1998,23.5,2,33,10,30.3,1.4,0.42,0.06,0.2,22.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
72,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,23,1998,32.5,2,40,8,20.0,1.23,0.25,0.05,0.25,23.8,5,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches
73,Alejandro Alfaro,ESP,MF,Elche,La Liga,20,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
74,Ángel Algobia,ESP,MF,Getafe,La Liga,23,1999,12.6,0,7,1,14.3,0.55,0.08,0.0,0.0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
75,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
76,Faride Alidou,GER,"DF,MF",Eint Frankfurt,Bundesliga,21,2001,2.0,0,2,0,0.0,0.99,0.0,0.0,0.0,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
77,Alisson,BRA,GK,Liverpool,Premier League,29,1992,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
78,Jim Allevinah,GAB,"DF,FW",Clermont Foot,Ligue 1,27,1995,24.9,1,30,8,26.7,1.2,0.32,0.03,0.13,16.9,0,0,0,2.5,2.5,0.08,-1.5,-1.5,Matches
79,Dele Alli,ENG,MF,Everton,Premier League,26,1996,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
80,Domingos André Ribeiro Almeida,POR,MF,Valencia,La Liga,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,0.6,0.6,Matches
81,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,28,1994,27.7,11,69,20,29.0,2.49,0.72,0.16,0.55,16.4,0,0,0,8.0,8.0,0.12,3.0,3.0,Matches
82,Marcos Alonso,ESP,DF,Barcelona,La Liga,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.5,12.0,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches
83,Mickaël Alphonse,GLP,DF,Ajaccio,Ligue 1,33,1989,15.1,0,10,2,20.0,0.66,0.13,0.0,0.0,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
84,Éder Álvarez Balanta,COL,"MF,FW",Schalke 04,Bundesliga,29,1993,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,17.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
85,Carlos Álvarez,ESP,MF,Sevilla,La Liga,18,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
86,Gastón Álvarez,URU,DF,Getafe,La Liga,22,2000,16.7,2,5,2,40.0,0.3,0.12,0.4,1.0,16.9,0,0,0,0.5,0.5,0.11,1.5,1.5,Matches
87,Julián Álvarez,ARG,"FW,MF",Manchester City,Premier League,22,2000,16.3,9,46,20,43.5,2.83,1.23,0.17,0.4,16.0,0,1,1,7.0,6.2,0.13,2.0,1.8,Matches
88,Agustín Álvarez Martínez,URU,"FW,MF",Sassuolo,Serie A,21,2001,4.1,1,14,4,28.6,3.42,0.98,0.07,0.25,15.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
89,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1.0,16.0,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
90,Ibrahim Amadou,FRA,"DF,MF",Angers,Ligue 1,29,1993,4.7,0,2,0,0.0,0.42,0.0,0.0,0.0,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
91,Selim Amallah,MAR,"MF,FW",Valladolid,La Liga,25,1996,3.0,2,5,2,40.0,1.69,0.67,0.4,1.0,19.2,1,0,0,0.9,0.9,0.17,1.1,1.1,Matches
92,Daniel Amartey,GHA,DF,Leicester City,Premier League,27,1994,17.9,0,6,2,33.3,0.34,0.11,0.0,0.0,17.4,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches
93,Amath,SEN,"MF,FW",Mallorca,La Liga,26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0,0,0,2.7,2.7,0.12,-0.7,-0.7,Matches
94,Jordan Amavi,FRA,DF,Getafe,La Liga,28,1994,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
95,Lukáš Ambros,CZE,MF,Wolfsburg,Bundesliga,18,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
96,Kelvin Amian,FRA,DF,Spezia,Serie A,24,1998,26.4,0,26,7,26.9,0.99,0.27,0.0,0.0,16.7,1,0,0,2.7,2.7,0.1,-2.7,-2.7,Matches
97,Bruno Amione,ARG,DF,Hellas Verona,Serie A,20,2002,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
98,Bruno Amione,ARG,DF,Sampdoria,Serie A,20,2002,23.2,1,12,2,16.7,0.52,0.09,0.08,0.5,11.5,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
99,Nadiem Amiri,GER,"MF,FW",Leverkusen,Bundesliga,25,1996,10.9,4,23,8,34.8,2.12,0.74,0.13,0.38,24.3,3,1,1,1.9,1.1,0.05,2.1,1.9,Matches
100,Samuel Amo-Ameyaw,ENG,MF,Southampton,Premier League,16,2006,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
101,Ethan Ampadu,WAL,"DF,MF",Spezia,Serie A,21,2000,29.3,0,16,5,31.3,0.55,0.17,0.0,0.0,18.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
102,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,25,1996,22.2,0,13,4,30.8,0.59,0.18,0.0,0.0,26.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
103,Ayoub Amraoui,MAR,"DF,FW",Nice,Ligue 1,18,2004,3.3,0,1,0,0.0,0.31,0.0,0.0,0.0,20.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
104,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,26,1996,30.9,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
105,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,19,2002,4.6,0,11,4,36.4,2.41,0.88,0.0,0.0,16.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
106,Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,32.9,9,41,23,56.1,1.25,0.7,0.22,0.39,15.1,0,0,0,6.0,6.0,0.15,3.0,3.0,Matches
107,Benjamin André,FRA,MF,Lille,Ligue 1,31,1990,32.4,1,24,4,16.7,0.74,0.12,0.04,0.25,16.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
108,Marcos André,BRA,"FW,MF",Valencia,La Liga,25,1996,5.0,1,17,2,11.8,3.42,0.4,0.06,0.5,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3,Matches
109,Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,27,1995,16.1,4,28,11,39.3,1.74,0.68,0.11,0.27,14.4,0,1,2,5.5,3.9,0.14,-1.5,-0.9,Matches
110,Robert Andrich,GER,MF,Leverkusen,Bundesliga,27,1994,26.7,2,30,9,30.0,1.12,0.34,0.07,0.22,21.6,1,0,0,1.6,1.6,0.05,0.4,0.4,Matches
111,Angeliño,ESP,DF,Hoffenheim,Bundesliga,25,1997,29.1,0,21,4,19.0,0.72,0.14,0.0,0.0,20.5,4,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
112,Fabrizio Angileri,ARG,DF,Getafe,La Liga,28,1994,6.5,0,3,0,0.0,0.46,0.0,0.0,0.0,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
113,Jaidon Anthony,ENG,"MF,FW",Bournemouth,Premier League,22,1999,14.0,3,22,13,59.1,1.58,0.93,0.14,0.23,19.3,2,0,0,2.2,2.2,0.1,0.8,0.8,Matches
114,Janis Antiste,FRA,FW,Sassuolo,Serie A,19,2002,0.6,1,1,1,100.0,1.73,1.73,1.0,1.0,17.3,0,0,0,0.2,0.2,0.18,0.8,0.8,Matches
115,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,32.6,1,24,5,20.8,0.74,0.15,0.04,0.2,18.3,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
116,Josep Antoni Gayá,ESP,"DF,MF",Mallorca,La Liga,22,2000,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
117,José Antonio,ESP,"MF,DF",Cádiz,La Liga,18,2004,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
118,Marcos Antônio,BRA,MF,Lazio,Serie A,22,2000,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,18.3,0,0,0,1.2,1.2,0.41,-0.2,-0.2,Matches
119,Michail Antonio,JAM,FW,West Ham,Premier League,32,1990,20.3,5,39,13,33.3,1.92,0.64,0.13,0.38,11.6,0,0,0,6.6,6.6,0.17,-1.6,-1.6,Matches
120,Antony,BRA,FW,Manchester Utd,Premier League,22,2000,20.0,4,72,24,33.3,3.6,1.2,0.06,0.17,19.6,0,0,0,6.6,6.6,0.09,-2.6,-2.6,Matches
121,Valentin Antov,BUL,DF,Monza,Serie A,21,2000,3.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
122,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,28,1994,22.0,3,29,8,27.6,1.32,0.36,0.1,0.38,20.6,0,0,0,2.2,2.2,0.08,0.8,0.8,Matches
123,Anuar,MAR,"MF,FW",Valladolid,La Liga,27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.0,13.0,0,0,0,0.3,0.3,0.12,0.7,0.7,Matches
124,Houssem Aouar,ALG,MF,Lyon,Ligue 1,24,1998,5.8,1,14,6,42.9,2.4,1.03,0.07,0.17,15.1,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
125,Adil Aouchiche,FRA,MF,Lorient,Ligue 1,20,2002,2.8,0,8,3,37.5,2.88,1.08,0.0,0.0,17.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
126,Dennis Appiah,FRA,"DF,MF",Nantes,Ligue 1,30,1992,8.8,0,5,1,20.0,0.57,0.11,0.0,0.0,19.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
127,Stredair Appuah,FRA,"DF,MF",Nantes,Ligue 1,18,2004,0.7,0,3,0,0.0,4.09,0.0,0.0,0.0,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
128,Mauro Arambarri,URU,MF,Getafe,La Liga,26,1995,11.0,0,8,0,0.0,0.73,0.0,0.0,0.0,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
129,Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,33,1989,5.5,1,5,2,40.0,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
130,Ronald Araújo,URU,DF,Barcelona,La Liga,23,1999,20.0,0,18,1,5.6,0.9,0.05,0.0,0.0,13.1,0,0,0,2.1,2.1,0.12,-2.1,-2.1,Matches
131,Cameron Archer,ENG,"FW,MF",Aston Villa,Premier League,21,2001,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
132,Taïryk Arconte,FRA,FW,Brest,Ligue 1,18,2003,1.4,0,2,1,50.0,1.41,0.7,0.0,0.0,12.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
133,Alphonse Areola,FRA,GK,West Ham,Premier League,29,1993,3.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
134,Adu Ares,ESP,"FW,MF",Athletic Club,La Liga,20,2001,0.9,0,3,0,0.0,3.21,0.0,0.0,0.0,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
135,Joe Aribo,NGA,"MF,FW",Southampton,Premier League,26,1996,13.6,2,14,8,57.1,1.03,0.59,0.14,0.25,10.9,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches
136,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,25,1997,14.8,2,25,12,48.0,1.69,0.81,0.08,0.17,15.9,0,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
137,Stuart Armstrong,SCO,"MF,FW",Southampton,Premier League,30,1992,15.6,2,23,6,26.1,1.47,0.38,0.09,0.33,17.9,0,0,0,2.4,2.4,0.1,-0.4,-0.4,Matches
138,Marko Arnautović,AUT,FW,Bologna,Serie A,33,1989,17.0,10,28,15,53.6,1.65,0.88,0.25,0.47,15.5,0,3,3,7.2,4.8,0.17,2.8,2.2,Matches
139,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,30.7,5,29,12,41.4,0.94,0.39,0.07,0.17,31.4,6,3,5,5.0,1.0,0.04,0.0,1.0,Matches
140,Mohamed El Arouch,FRA,MF,Lyon,Ligue 1,18,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
141,Sergio Arribas,ESP,"MF,FW",Real Madrid,La Liga,20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,0.0,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
142,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,27,1994,28.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
143,Roberto Arroyo,ESP,MF,Valladolid,La Liga,18,2003,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
144,Tolgay Arslan,GER,MF,Udinese,Serie A,31,1990,13.5,1,25,5,20.0,1.86,0.37,0.04,0.2,21.1,1,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
